C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_29_806.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_29_806.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_29_806.jpg,0,0,0,2.958797
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_29_840.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_29_840.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_29_840.jpg,0,0,0,2.929104
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_29_905.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_29_905.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_29_905.jpg,0,0,0,2.91143
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_29_974.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_29_974.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_29_974.jpg,0,0,0,2.893864
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_044.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_044.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_044.jpg,0,0,0,2.870608
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_114.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_114.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_114.jpg,0,0,0,2.853288
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_184.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_184.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_184.jpg,0,0,0,2.830356
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_255.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_255.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_255.jpg,0,0,0,2.81328
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_327.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_327.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_327.jpg,0,0,0,2.79067
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_396.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_396.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_396.jpg,0,0,0,2.773833
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_467.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_467.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_467.jpg,0,0,0,2.751541
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_533.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_533.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_533.jpg,0,0,0,2.734939
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_602.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_602.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_602.jpg,0,0,0,2.712959
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_669.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_669.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_669.jpg,0,0,0,2.69659
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_741.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_741.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_741.jpg,0,0,0,2.674919
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_810.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_810.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_810.jpg,0,0,0,2.658779
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_880.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_880.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_880.jpg,0,0,0,2.637412
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_30_948.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_30_948.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_30_948.jpg,0,0,0,2.621499
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_018.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_018.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_018.jpg,0,0,0,2.600432
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_090.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_090.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_090.jpg,0,0,0,2.584742
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_160.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_160.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_160.jpg,0,0,0,2.563969
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_231.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_231.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_231.jpg,0,0,0,2.548499
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_301.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_301.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_301.jpg,0,0,0,2.528018
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_369.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_369.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_369.jpg,0,0,0,2.512765
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_440.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_440.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_440.jpg,0,0,0,2.492571
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_512.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_512.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_512.jpg,0,0.0199545,0,2.480748
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_580.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_580.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_580.jpg,0,0.2659707,0,2.627775
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_648.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_648.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_648.jpg,0,0.4542066,0,2.896498
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_717.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_717.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_717.jpg,0,0.6279896,0,3.27473
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_786.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_786.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_786.jpg,0,0.8669025,0,3.993488
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_854.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_854.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_854.jpg,0,1,0,4.665113
C:\Users\khris\Desktop\Data1\IMG\center_2020_05_11_16_46_31_921.jpg,C:\Users\khris\Desktop\Data1\IMG\left_2020_05_11_16_46_31_921.jpg,C:\Users\khris\Desktop\Data1\IMG\right_2020_05_11_16_46_31_921.jpg,0,1,0,5.593421
